,title,year,month,journal,code,weight,code_label,id,content,gen_code
16,A Juggernaut Slows Down,1982,Aug,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),34,"No, because the article primarily discusses a proposed constitutional amendment to balance the federal budget and does not explicitly mention income or wealth inequality between different groups of Americans.",0
17,A Little Help for Some Friends,1990,Nov,Time,3,10.0,relchanges (income/wages/earnings/etc.),35,"No, because while the article discusses tax breaks and loopholes that benefit specific industries and individuals, it does not explicitly mention income or wealth inequality between different economic groups in America.",0
18,A Little Icing on Top,1999,Apr,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),36,"Yes, because the article highlights the lavish perks and compensation packages of top executives, implying a significant wealth gap between them and ordinary employees or citizens.",1
19,A Make-Believe Budget Fix,1990,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),37,"No, because the article primarily focuses on the US budget deficit and tax policies, without explicitly mentioning income or wealth inequality between different economic groups.",0
20,A Midsummer-Night Tax Gift,1984,Jul,Newsweek,1,10.0,"relinequality, explicit",38,"No, because the article primarily discusses tax policy changes and their potential effects on investment and the economy, without mentioning income or wealth disparities between different groups of Americans.",0
21,A Million Reasons to Smile,2008,Apr,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),39,"No, because the article focuses on an individual's personal finance strategies and success story, without mentioning or referencing broader economic inequality issues in America.",0
22,A Modest Proposal - Public Policies that Perform,1987,Aug,U.S. News & World Report,2,10.0,"relinequality, implicit",40,"No, because the article primarily focuses on innovative government policies and programs in Massachusetts, such as tax enforcement and welfare reform, without explicitly mentioning income or wealth inequality.",0
23,A New GOP Achilles Heel,2007,Sep,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),44,"No, because while the article discusses economic conditions, job losses, and recession fears, it does not explicitly mention income or wealth inequality between different groups of Americans.",0
24,A No-fingerprints Tax Bill,1982,Aug,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),45,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on tax policy and budget deficits without mentioning income or wealth disparities between different groups.",0
25,A Pain in the bottom line,2000,Nov,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",46,"No, because the article primarily focuses on the controversy surrounding ergonomic regulations and their potential impact on businesses, without mentioning income/wealth inequality or hierarchical class groups.",0
26,A Resilient Society.,2011,Jan,Newsweek,4,6.67,"releconomy (employment, economy)",49,"No, because the article does not mention income/earnings/wage/wealth inequality, gaps, differentials, dual society, divides between hierarchical groups, or any other indicators of economic inequality.",0
27,A Script for Sputnik,2011,Jan,Newsweek,2,6.67,"relinequality, implicit",51,"Yes, because the article mentions a ""hollowed-out middle class"" which implies a concern about income inequality in the United States.",1
28,A Sense of Power,1980,Dec,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),52,"No, the article does not reference American economic inequality, as it primarily focuses on foreign policy, government appointments, and economic conditions in a general sense without mentioning specific issues related to income or wealth disparities within the US population.",0
29,A Sequel to the Subprime Mess?,2007,Dec,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),53,"No, because the article primarily focuses on the financial economy and credit markets, discussing issues like subprime mortgages and credit default swaps, without explicitly mentioning income or wealth inequality in America.",0
30,A Simpler Social Security Fix,2010,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",54,"Yes, because the article mentions ""growing income inequality"" as the cause of Social Security's long-term financing problem, specifically citing that high-income individuals' salaries have risen sharply while wages for most Americans have stagnated.",1
31,A Tax Increase You Can Avoid,1993,Jul,Time,3,10.0,relchanges (income/wages/earnings/etc.),57,"No, because the article primarily discusses a proposed gas tax increase and its potential impact on individuals' driving costs, without mentioning income or wealth disparities between different economic groups in America.",0
32,A Voter's Gulde to the Economy,2008,Mar,Time,2,6.67,"relinequality, implicit",61,"No, because while the article discusses economic issues like foreclosures, unemployment, and tax cuts, it does not explicitly mention income or wealth inequality between different groups of people.",0
33,A bologna-lover's retirement budget,2000,Jun,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),63,"No, because while the article discusses retirement savings and income, it does not explicitly mention or compare different economic groups or hierarchical relationships, which are key aspects of economic inequality.",0
34,A business boom defies its doubters,1984,Apr,Newsweek,2,6.67,"relinequality, implicit",65,"No, because the article primarily focuses on the strength of the American economy, business boom, and growth, without mentioning income or wealth disparities between different groups.",0
35,A buying surge from new 30-billion tax cut,1983,Jun,U.S. News & World Report,1,6.67,"relinequality, explicit",66,"No, because while the article discusses the impact of a tax cut on consumer spending and the economy, it does not explicitly mention income or wealth inequality between different groups of Americans.",0
36,A closer look at the Treasury's tax plan,1984,Dec,U.S. News & World Report,2,6.67,"relinequality, implicit",69,"No, because the article primarily focuses on the details of the Treasury Department's proposed tax overhaul plan and its effects on various groups, without explicitly discussing American economic inequality.",0
37,A deficit plan that's no joke,1992,Oct,Newsweek,2,10.0,"relinequality, implicit",70,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on Ross Perot's deficit plan and its potential impact on the economy, without mentioning income or wealth disparities between different groups of people.",0
38,A different kind of supply-side revolution,1990,Feb,U.S. News & World Report,2,6.67,"relinequality, implicit",71,"No, because the article primarily focuses on the Bush administration's economic philosophy and strategies for boosting productivity and investment, without explicitly mentioning income or wealth inequality in the US.",0
39,A dip in urban joblessness,1983,Aug,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",72,"No, because the article primarily focuses on urban joblessness rates across different cities in the US, without explicitly mentioning income/wealth gaps or hierarchical class groups.",0
40,A double-dip this summer?,2002,Jul,U.S. News & World Report,2,6.67,"relinequality, implicit",74,"No, because the article primarily discusses the US economy's resilience, consumer spending, and potential for a double-dip recession, without explicitly mentioning income or wealth inequality between different economic groups.",0
41,A double-edged summer surprise,1992,Mar,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),75,"No, because the article primarily focuses on consumer sentiment, economic recovery, and government policies, without explicitly mentioning income/wealth inequality or gaps between hierarchical groups.",0
42,A fair question,2000,Sep,U.S. News & World Report,1,6.67,"relinequality, explicit",76,"Yes, because the article discusses how different tax policies can affect income redistribution and mentions that the current tax regime has produced a ""small redistribution of income"" and that one plan would ""redistribute smaller amounts of income"".",1
43,A gaggle of New Year's guesses,1987,Dec,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",78,"No, because the article is a collection of New Year's predictions from various individuals, and none of them explicitly mention income/wealth inequality or gaps between hierarchical groups in the US economy.",0
44,A kind word for taxes,1986,Jul,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),80,"No, because the article primarily discusses the importance of taxation and does not explicitly mention income or wealth inequality between different groups in American society.",0
45,A leap of faith--into the abyss perhaps?,2001,Jun,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),81,"Yes, because the article mentions that the wealthiest Americans will get the full impact of the tax cut in six years, implying a difference in benefits between them and other economic groups.",1
46,A message to conservatives,1983,Mar,U.S. News & World Report,2,6.67,"relinequality, implicit",82,"No, because the article primarily discusses conservative politics and the Reagan administration's policies, with only a brief mention of economic growth and unemployment rates, but does not explicitly address income or wealth inequality.",0
47,A most debated issue,1985,Jul,Time,1,6.67,"relinequality, explicit",83,"Yes, because the article mentions how illegal immigration affects wages and job opportunities for different groups of Americans, such as unskilled workers, unionized lemon harvesters, and hotel workers, highlighting the unequal distribution of benefits and drawbacks within the economy.",1
48,A nation divided,1999,Oct,U.S. News & World Report,1,1.0,"relinequality, explicit",84,"Yes, because the article explicitly discusses the widening gap between rich and poor in America, citing statistics on wealth concentration and income disparities between different segments of the population.",1
49,A new divide between haves and have-nots?,1995,Spring,Time,1,6.67,"relinequality, explicit",86,"Yes, because the article mentions that access to computers and the internet may widen the gap between rich and poor, educated and uneducated, and different racial groups, implying a connection to existing economic inequalities in America.",1
50,A new-style recession,2002,Apr,U.S. News & World Report v. 132 no. 12 (April 15 2002) p. 30-2,1,6.67,"relinequality, explicit",87,"Yes, because the article mentions that the rich were also affected by the recession, with high-profile bankruptcies and a failure of confidence among chief executives, while consumers' confidence in the economy rose, highlighting a disconnect between the wealthy and average Americans.",1
51,A paycheck revolt in '96?,1996,Feb,Newsweek,1,1.0,"relinequality, explicit",89,"Yes, because the article mentions various statistics and trends that highlight the growing gap between rich and poor in America, such as the widening chasm between rich and poor since 1947, real earnings dropping for certain groups, and wealth inequality reaching a 63-year high.",1
52,A plumper nest egg,2002,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),90,"No, because the article primarily focuses on retirement savings plans and tax incentives without mentioning income or wealth disparities between different economic groups.",0
53,A question of confidence,2001,May,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),92,"No, because the article primarily discusses general economic conditions, such as consumer spending, interest rates, and GDP, without mentioning income/wealth inequality or hierarchical class groups.",0
54,A radical plan for tax reform,1986,May,Newsweek,1,6.67,"relinequality, explicit",93,"Yes, because the article mentions how the proposed tax reform plan would shift $108 billion of the nation's tax burden from individuals to businesses, benefiting poor Americans who would see their taxes cut by an average of 62%, while wealthy Americans who shelter income through limited partnerships would be affected.",1
55,A swampful of troubles,1983,Apr,U.S. News & World Report,2,6.67,"relinequality, implicit",98,"No, because while the article mentions unemployment rates and economic recovery, it does not explicitly discuss income or wealth inequality between different groups of Americans.",0
56,A tale of two Austins,2000,Feb,U.S. News & World Report,1,1.0,"relinequality, explicit",99,"Yes, because the article highlights the widening wealth gap between the techno-elites and the working and middle-class people in Austin, Texas, exemplifying a major pitfall of the New Economy.",1
57,A taxing change,2000,Jul,Time,1,6.67,"relinequality, explicit",100,"Yes, because the article mentions how repealing the estate tax would favor the rich, implying that the current system benefits wealthy individuals more than others, which is a aspect of economic inequality.",1
58,A time to celebrate,2000,Jul,U.S. News & World Report,1,6.67,"relinequality, explicit",101,"Yes, because the article mentions ""inequality"" explicitly, although it downplays its significance by arguing that equal opportunity is more important than egalitarianism.",1
59,AMERICA THE ANXIOUS.,2012,Aug,Newsweek,1,6.67,"relinequality, explicit",105,"Yes, because the article discusses how corporate profits are setting records while jobs and wages for ordinary Americans are stagnant, highlighting a growing gap between the rich and the poor.",1
60,Abolish the IRS? Dream on,1997,Oct,Newsweek,1,6.67,"relinequality, explicit",106,"No, because while the article discusses tax reform and complexity, it does not explicitly mention income or wealth inequality between different economic groups in America.",0
61,Adventures in equities/World of Business,1992,Feb,Time,4,10.0,"releconomy (employment, economy)",108,"No, because the article primarily discusses global stock markets and investment opportunities, without mentioning income or wealth disparities within the United States.",0
62,Affirmative Inaction?,1995,Jun,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),109,"No, because while the article discusses affirmative action and racial issues, it does not explicitly mention income/wealth inequality or economic conditions affecting different hierarchical groups.",0
63,After You! We Insist!,1990,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),111,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on the federal deficit, tax policies, and partisan politics without mentioning income or wealth disparities between different socioeconomic groups.",0
64,After the Plant Closed Down,2009,May,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),112,"Yes, because the article mentions a significant drop in annual income from $16,000 to $5,800 overnight, highlighting the economic struggle faced by the author's family and potentially others in similar situations.",1
65,After the meltdown of '87,1987,Nov,Newsweek,2,6.67,"relinequality, implicit",113,"Yes, because the article mentions that many Americans have lost paper profits through mutual funds, pension funds, and savings plans, which may affect their job security, implying a concern about economic inequality.",1
66,After the storm passes,1999,Dec,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),114,"No, because while the article discusses trade policies and their impact on workers, it does not specifically mention income or wealth inequality within America.",0
67,America the open,1995,Jul,Newsweek,1,1.0,"relinequality, explicit",119,"Yes, because the article discusses the concept of a ""meritocracy"" and critiques the idea that a small elite group dominates society, which implies concerns about economic inequality.",1
68,America's Bull Run: Can We Keep It Going?,2008,Jan,U.S. News & World Report,1,6.67,"relinequality, explicit",120,"Yes, the article references American economic inequality when it mentions ""growing economic inequality"" as a concern that could be addressed by a bigger economy providing more resources for education and worker training.",1
69,America's Dumbest Budget Cut.,2011,Jul,Newsweek,4,6.67,"releconomy (employment, economy)",121,"No, because the article primarily discusses American military presence and defense spending, with only a brief mention of fiscal arithmetic and entitlement costs, but does not explicitly address income or wealth inequality.",0
70,America's Next Stimulus Plan,2009,Mar,U.S. News & World Report,2,6.67,"relinequality, implicit",122,"No, because while the article discusses economic conditions, stimulus packages, and unemployment rates, it does not explicitly mention income or wealth inequality between different hierarchical groups in American society.",0
71,America's scandalous health care: here's how to fix it,1990,Mar,U.S. News & World Report,2,6.67,"relinequality, implicit",123,"Yes, because the article mentions how the high cost of healthcare in America affects different economic groups disproportionately, such as the poor, middle class, and businesses, highlighting the issue of economic inequality.",1
72,America--at ease with computers,1986,Feb,U.S. News & World Report v. 100 (February 17 1986) p. 72,4,6.67,"releconomy (employment, economy)",124,"No, because the article discusses Americans' comfort with computers and their opinions on the benefits and drawbacks of technology, without mentioning income or wealth disparities within the US population.",0
73,Americans Bet on International Funds,1985,Aug,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),125,"No, because the article focuses on international mutual funds and investment opportunities, without mentioning income/wealth inequality or any related issues within the US economy.",0
74,An Economic Feud at the White House,1983,Oct,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),129,"No, because the article primarily discusses disagreements within the Reagan administration about budget deficits and interest rates, without mentioning income/wealth inequality or hierarchical class groups.",0
75,An Election-Year Tax Increase?,1982,Jul,Time,3,10.0,relchanges (income/wages/earnings/etc.),130,"No, because while the article discusses tax increases and budget deficits, it does not explicitly mention income or wealth inequality between different economic groups in America.",0
76,An Implausible Populist.,2011,Oct,Time,2,6.67,"relinequality, implicit",132,"Yes, because the article mentions the disproportionate influence of Wall Street and big banks on the economy, which is a common theme related to economic inequality.",1
77,An Oil Tax Makes Sense,1987,Apr,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),133,"No, because the article primarily focuses on energy security, budget deficits, and oil taxes, without mentioning income or wealth disparities between different economic groups in America.",0
78,An agenda bedeviled by the deficit,1993,Feb,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),134,"No, because while the article discusses tax policies and their potential impact on businesses and the economy, it does not explicitly mention income or wealth inequality between different groups of people.",0
79,An early Christmas at Chrysler,1985,Nov,Time,2,6.67,"relinequality, implicit",135,"Yes, because the article mentions that Chrysler workers felt they were missing their share of the company's bounty, implying a sense of unfairness in the distribution of wealth between the company and its employees.",1
80,"And Now, the Spoils Society",1985,Dec,Newsweek,1,10.0,"relinequality, explicit",137,"Yes, because the article discusses how wealth is redistributed through various means such as lawsuits, corporate practices, and government policies, which can perpetuate economic inequality.",1
81,"And now, a domestic summit",1985,Dec,Newsweek,2,6.67,"relinequality, implicit",138,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on budget deficits, tax reform, and interest rates without mentioning income or wealth disparities between different groups of people.",0
82,Anguish of the jobless,1982,Jan,Time,2,6.67,"relinequality, implicit",139,"Yes, because the article discusses the psychological and emotional toll of unemployment on individuals, which is a consequence of economic conditions that can exacerbate income inequality.",1
83,Are We Broke Yet?,2009,Sep,Time,4,6.67,"releconomy (employment, economy)",142,"No, because the article primarily discusses government deficits, national debt, and fiscal policies without mentioning income/wealth gaps or hierarchical class groups.",0
84,Are raises bad for America?,1999,Aug,U.S. News & World Report,2,6.67,"relinequality, implicit",143,"No, because while the article discusses wages, labor costs, and employment conditions, it does not explicitly mention income or wealth inequality between different economic groups in America.",0
85,As for investments ,1986,May,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),146,"No, because the article primarily discusses the impact of tax reform on investments and does not explicitly mention income or wealth inequality between different socioeconomic groups in America.",0
86,"As unemployment rises, so do benefit frauds",1982,May,U.S. News & World Report v. 92 (May 31 1982) p. 72-3,2,6.67,"relinequality, implicit",148,"No, because while the article discusses unemployment benefits and fraud, it does not explicitly mention income or wealth inequality between different economic groups in America.",0
87,Asian Wisdom,2010,Dec,Newsweek,4,6.67,"releconomy (employment, economy)",149,"No, because the article discusses America's economic problems and needed reforms, but does not specifically mention income or wealth inequality within the country.",0
88,At last: prices go into reverse,1982,May,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",150,"No, because the article primarily focuses on changes in consumer prices and inflation rates, without mentioning income/wealth gaps, hierarchical class groups, or redistributive government policies that are characteristic of articles about economic inequality.",0
89,Attack!The Truth About Obamacare,2009,Aug,Newsweek,4,6.67,"releconomy (employment, economy)",151,"No, the article does not directly reference American economic inequality, as it primarily focuses on the healthcare reform debate and the tactics used to sway public opinion, without explicitly discussing income or wealth disparities.",0
90,Avoiding a Deep Recession,2008,Oct,U.S. News & World Report v. 145 no. 9 (October 27 2008) p. 92,3,6.67,relchanges (income/wages/earnings/etc.),153,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on the financial crisis, recession, and policy responses without mentioning income/wealth gaps or hierarchical class groups.",0
91,Baby boomers come of age,1981,Mar,Newsweek,1,6.67,"relinequality, explicit",154,"Yes, because the article mentions that many baby boomers are facing economic stagnation, depressed wages, and unaffordable housing, which highlights the issue of economic inequality in America.",1
92,Back into the tax maze,1997,Aug,Time,1,10.0,"relinequality, explicit",157,"No, because while the article discusses tax code complexity and its potential effects on various groups, it does not explicitly mention income or wealth inequality between different socioeconomic classes in America.",0
93,Back to business,2001,Dec,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),159,"No, because the article primarily discusses the economy's rebound from recession, hiring trends, and the impact of technology on the job market, without mentioning income/wealth gaps or disparities between different economic groups.",0
94,Bad tidings for big labor,1981,Jan,Newsweek,2,6.67,"relinequality, implicit",160,"Yes, because the article mentions the potential for employers to pay less than a living wage with a sub-minimum wage, which could exacerbate income inequality.",1
95,Balancing the Budget - Congress Has Its Own Ideas,1980,Mar,U.S. News & World Report,2,10.0,"relinequality, implicit",162,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on budget-balancing proposals and ideas from lawmakers without mentioning disparities in income or wealth distribution.",0
96,Bankruptcy as an escape hatch,1984,Mar,Time,2,6.67,"relinequality, implicit",163,"Yes, because the article discusses how corporations can use bankruptcy to cancel union contracts, cut wages, and lay off workers, which has implications for income inequality between corporate owners and workers.",1
97,Be our guest,2001,May,U.S. News & World Report,1,6.67,"relinequality, explicit",166,"No, because the article primarily focuses on immigration-law reform and guest-worker programs, without explicitly mentioning income or wealth disparities within the US population.",0
98,Bearer of Bad Tidings,1983,Sep,Time,3,10.0,relchanges (income/wages/earnings/etc.),167,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on the Congressional Budget Office, budget deficits, and tax policies without mentioning income or wealth disparities between different economic groups.",0
99,Before the party starts,2001,Feb,U.S. News & World Report,1,6.67,"relinequality, explicit",169,"Yes, because the article mentions that the wealthiest 1% of Americans will receive a disproportionate amount of tax breaks, highlighting the existing wealth gap between the top 10% and the bottom 60%.",1
100,"Behind Gains in On-the-Job Health, Safety",1984,Jun,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",170,"No, because the article primarily discusses occupational health and safety trends in the US, without mentioning income, wealth, or economic class disparities.",0
101,Bentsen on the burner,1993,Jun,Time,2,6.67,"relinequality, implicit",172,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on the political dynamics surrounding Clinton's budget plan and Lloyd Bentsen's role in shaping it, without mentioning income or wealth disparities between different groups of Americans.",0
102,Best Careers,2008,Mar,U.S. News & World Report,2,10.0,"relinequality, implicit",173,"No, because the article only lists various careers with their median pays without making any comparisons or references to income gaps between different groups.",0
103,Bidding War for Tax Votes,1981,Aug,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),176,"Yes, because the article mentions tax cuts benefiting specific groups, such as the oil industry and high-income earners, which implies a potential widening of the income gap between the rich and the poor.",1
104,Big Brown's union blues: the UPS strike reflects wide worry about part-time jobs,1997,Aug,Newsweek,1,6.67,"relinequality, explicit",177,"Yes, because the article mentions the growing gap between high-paying full-time jobs and low-paying part-time jobs at UPS, reflecting a broader trend of income inequality in the US economy.",1
105,"Big Families can be happy, too",1985,Jan,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),179,"No, because the article primarily focuses on the author's personal experience and defense of having a large family, without mentioning income disparities, wealth gaps, or economic policies that affect different socioeconomic groups in the United States.",0
106,Big Government to the Rescue,2008,Sep,Newsweek v. 152 no. 13 (September 29 2008) p. 22-3,3,6.67,relchanges (income/wages/earnings/etc.),180,"No, because the article primarily focuses on the government's response to a potential financial crisis and does not explicitly mention income or wealth inequality in the United States.",0
107,Big Guys Win Again. This Is Tax Reform?,2005,Nov,Newsweek,1,1.0,"relinequality, explicit",181,"Yes, because the article discusses how the proposed tax reform plan benefits wealthy individuals with investments at the expense of middle-class families who own homes, highlighting a class-based disparity in economic outcomes.",1
108,Big Worker Blues,2004,Feb,U.S. News & World Report,2,6.67,"relinequality, implicit",182,"Yes, because the article mentions the ""jobless recovery"" and how top multinational companies like IBM are posting fat profits while many Americans still struggle to find jobs, highlighting a gap between the wealthy and the rest of the population.",1
109,Biz blahs and blame,2001,Oct,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",185,"No, because the article primarily focuses on companies blaming their poor earnings on the September 11 attacks and does not explicitly mention income or wealth inequality between different groups of people in America.",0
110,Blame the deficit on excessive government spending,1991,Aug,U.S. News & World Report,2,6.67,"relinequality, implicit",187,"No, because the article primarily focuses on government spending, budget deficits, and tax policies, without explicitly mentioning income or wealth inequality between different economic groups in America.",0
111,Blessed Is the Full Plate,2007,Nov,Newsweek,1,6.67,"relinequality, explicit",188,"Yes, because the article mentions that ""the share of the nation's income going to the top 1 percent of its citizens is at its highest level since 1928"", which explicitly references income inequality in the United States.",1
112,Blowing off some steam,1988,May,Time,1,6.67,"relinequality, explicit",189,"Yes, because the article mentions that ""the average American worker has suffered a 6.5% decline in wages, after adjustment for inflation, during the past decade"" which implies a concern about economic inequality.",1
113,Bob Dole's old growth theory,1996,Sep,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),192,"No, because the article primarily focuses on Bob Dole's economic plan and its potential impact on economic growth, without explicitly mentioning income or wealth inequality in the United States.",0
114,Bob Reich's job market,1994,Mar,Newsweek,1,6.67,"relinequality, explicit",193,"Yes, because the article mentions that wages in the US have declined by about 10% over the past 20 years, while wages in Europe have increased by 50-60%, highlighting a disparity in income growth between different economic groups.",1
115,Boiling Tea,2010,Nov,Time,3,6.67,relchanges (income/wages/earnings/etc.),195,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on the Tea Party movement's goals and challenges in reducing government spending and influence, without mentioning income or wealth disparities between different groups.",0
116,Bombarding Reagan's Budget,1984,Feb,Time,3,10.0,relchanges (income/wages/earnings/etc.),196,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on the federal budget deficit, interest rates, and monetary policy without mentioning disparities in income or wealth among different socioeconomic groups.",0
117,"Bound, gagged and at debt's door",1996,Jan,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",198,"No, because the article primarily focuses on the debt ceiling, budget negotiations, and government financial maneuvers, without mentioning income/wealth inequality or referencing hierarchical class groups.",0
118,Brave new economy,1986,Mar,U.S. News & World Report,2,6.67,"relinequality, implicit",201,"No, the article does not explicitly reference American economic inequality, as it primarily focuses on the overall improvement of the US economy and its various sectors without discussing disparities in wealth or income distribution.",0
119,Breakdown: How the Budget talks fell apart,1996,Jan,Time,1,10.0,"relinequality, explicit",202,"Yes, because the article mentions tax cuts for the rich and reductions in Medicare and Medicaid, which are programs that benefit lower-income Americans, implying a potential widening of the economic gap between the wealthy and the poor.",1
120,Bridging the bitter incomes divide,1994,May,U.S. News & World Report,1,1.0,"relinequality, explicit",204,"Yes, because the article explicitly mentions the growing gap between America's rich and poor, citing statistics such as the average corporate CEO earning 149 times the pay of the average factory worker and nearly 18% of full-time workers not making enough to keep a family of four out of poverty.",1
121,Bridging the costly skills gap,1993,Jan,U.S. News & World Report v. 114 (January 25 1993) p. 61-3,1,6.67,"relinequality, explicit",205,"Yes, because the article mentions the need to invest in people, particularly disadvantaged workers, and highlights the gap between skilled and unskilled workers, implying a concern about economic inequality.",1
